author_id,username,author_followers,author_tweets,text,created_at,retweets,likes,tweet_length
1321501007092830209,DalyKenan,232,25590,"@APFactCheck I’ve learned that according to the @ap president Obama was always taken out of context and president trump
Was
Never taken out of context",2022-10-21T02:09:32.000Z,0,0,150
1455562191747256321,Jsausen7,107,2426,@TheLeoTerrell Neither does treasonous traitor Trump Leo!,2022-10-21T02:09:31.000Z,0,0,57
1565859965071491081,SylviaS14431388,412,581,@kimguilfoyle https://t.co/8RoIOTJbmy,2022-10-21T02:09:31.000Z,0,0,37
1626398234,abbynormal75,338,39975,@RepTroyNehls Take a number and wait. We’re still busy holding all the people from the Trump Swamp accountable.,2022-10-21T02:09:31.000Z,0,0,111
1107402592378867713,hollyh78,801,20304,"@LynettaNadina @techdog @RyanAFournier Of course, the jobs thing. In the words of Biden’s former boss, (that guy before Trump): “You didn’t build that.” Were you in this country the past 2 yrs? Forced shutdowns, people losing their small businesses… Dems haven’t created squat. People can finally go back to work.",2022-10-21T02:09:30.000Z,0,1,313
1018143415,lupe_woolf,1166,73787,"@MarshaBlackburn I miss the miles long lines of cars waiting to get a box of groceries and the miles long lines of cars waiting to get tested for covid.  Trump was only president who lost more jobs than were created during his 4 years.
@GOP sucks at governing.",2022-10-21T02:09:30.000Z,0,0,260
2551423807,flashrjb,122,34359,@Jim_Jordan Why didn't Trump comply w/subpoena to return all the documents he took?  Why did his lawyer lie that all was returned? Is he still hiding documents?  Why didn't Mexico pay for the wall? What happened 2 the greatest health care 4 all Americans?  I could go on and on.,2022-10-21T02:09:29.000Z,0,0,278
1246533689632116736,MichaelBDamen1,127,3986,"@BravoWWHL @Teresa_Giudice There is nothing to admire about this woman. And not just because she repeatedly committed fraud, went to jail for a year, and supports Trump.",2022-10-21T02:09:28.000Z,0,0,169
585318656,jypseamoth,979,61708,@JimJorsey @deplorabletbs40 WE LOVE TRUMP,2022-10-21T02:09:28.000Z,0,0,41
1484566830882734085,TheSmoke239,104,3919,@atrupar Trump's my guy. But it's a win win either way!,2022-10-21T02:09:27.000Z,0,0,55
938433275332386816,JoshAnd20147162,675,12939,"Well now #Twitter employees don't have to brag about quitting anymore, right?😂
#Biden #USA #Trump #COVID #Covid19 #Ukraine #Russia #UkraineWar https://t.co/BsaK4jORzX",2022-10-21T02:09:26.000Z,0,0,166
1166381062248783874,forcemultstevea,833,116108,@nytimes #Trump supporters use less cognitively complex language and more simplistic modes of thinking than Biden supporters https://t.co/zkFcTBSDSm No surprise Neurons in brain make enough electricity each day to run a light bulb (20 watts) but #Trump #GOP #QAnon #MAGA &lt; 1 watt,2022-10-21T02:09:26.000Z,0,0,282
1335773800059854848,Misty_AJohnson,118,1209,"@SeanHouse90 @TricycleDrek @porkbellypotpie @jonah_wendt @tomselliott @staceyabrams Read the whole thing. 🤣 
https://t.co/g87EyAQ1P7",2022-10-21T02:09:26.000Z,0,0,132
463342342,NYPatriot_777,117,3305,@JohnL28329250 @cuscabinets49 @katieLane1975 @IngrahamAngle Trump didn't steal anything.  That would imply the man packed his own boxes.  He didn't.  They will never be able to pin anything in those boxes on Trump.,2022-10-21T02:09:26.000Z,0,0,214
53366040,marraengineer,34,10891,@Marcus4Georgia Better talk to Biden. Anybody who voted for Trump is semi fascist. You will all learn this election.,2022-10-21T02:09:26.000Z,0,0,116
813174916401025026,Cheria63,4093,103618,@NanetteDonnelly @mooreski42 @TimHoopes4 @LangmanVince Many things you complain about are beyond our control.  You can’t change it nor can Trump or Biden.  Life is hard but it’s also beautiful.  There are tears but there is joy to be found.  Go find your joy.  Breathe. Live life. Let go of anger.,2022-10-21T02:09:26.000Z,0,0,297
1429029035561000963,AuthStirnerite,1066,46911,"Despite the ""MAGAcommunism"" mantra, Donald Trump is leaps and bounds more revolutionary and progressive than you are. https://t.co/jTMGZy5yKG",2022-10-21T02:09:25.000Z,0,0,141
1518992313841713154,kuikuimah,83,2810,"@ShenandoahWrit1 @robreiner 😆Yeah. TRUMP.
A$$holes think by hammering people with TRUMP smack, it'll distract them from the damage their party is doing to the Country. Problem is... nobody cares.
#LiberalismIsAMentalDisease https://t.co/s8NEPTpJL9",2022-10-21T02:09:25.000Z,0,0,247
1456386810897129474,blue_rose_sara,2401,9683,@LeylandsLung @NoLieWithBTC @SebastianMurdoc Am I defending trump ? I’m calling out every sicko. Stop being political.,2022-10-21T02:09:25.000Z,0,0,118
1392122489283784710,SepherLou,233,2341,@tj_melon @laurenboebert @elonmusk Well tRump paid stormy 125k for 6 seconds she must have spent allot of time in the Oval Office,2022-10-21T02:09:24.000Z,0,0,129
